Job,LLAMA,Gemini
"{'Company Name': 'MasterCard', 'Job Title': 'BizOps Engineer', 'Location': 'Pune', 'Skills': ""['DevOps Engineering']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 8 LPA - Rs. 12 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'BizOps Engineer', 'job_link': None, 'company_name': 'MasterCard', 'experience': 'Fresher', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Pune', 'job_description': None, 'skills': ['DevOps Engineering']}","{'job title': 'BizOps Engineer', 'job link': None, 'company name': 'MasterCard', 'experience': 'Fresher', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Pune', 'job description': None, 'skills': ['DevOps Engineering']}"
"{'Company Name': 'Amazon', 'Job Title': 'IT Application Engineer', 'Location': 'Hyderabad', 'Skills': ""['SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 12 LPA - Rs. 18 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'IT Application Engineer', 'job_link': None, 'company_name': 'Amazon', 'experience': 'Fresher', 'salary': 'Rs. 12 LPA - Rs. 18 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['SQL']}","{'job title': 'IT Application Engineer', 'job link': None, 'company name': 'Amazon', 'experience': 'Fresher', 'salary': 'Rs. 12 LPA - Rs. 18 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['SQL']}"
"{'Company Name': 'Google', 'Job Title': 'Cloud Web Application Engineer', 'Location': 'Gurgaon', 'Skills': ""['Java/Python/JavaScript', 'Google Cloud']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 18 LPA - Rs. 24 LPA', 'Experience': 'Year of experience - 0 - 3 Years'}","{'job_title': 'Cloud Web Application Engineer', 'job_link': None, 'company_name': 'Google', 'experience': '0 - 3 Years', 'salary': 'Rs. 18 LPA - Rs. 24 LPA', 'location': 'Gurgaon', 'job_description': None, 'skills': ['Java/Python/JavaScript', 'Google Cloud']}","{'job title': 'Cloud Web Application Engineer', 'job link': None, 'company name': 'Google', 'experience': '0 - 3 Years', 'salary': 'Rs. 18 LPA - Rs. 24 LPA', 'location': 'Gurgaon', 'job description': None, 'skills': ['Java/Python/JavaScript', 'Google Cloud']}"
"{'Company Name': 'Qualcomm', 'Job Title': 'Associate Engineer', 'Location': 'Hyderabad', 'Skills': ""['C', 'C++', 'Java', 'Python', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 11 LPA - Rs. 15 LPA', 'Experience': 'Year of experience - 0 - 1 Years'}","{'job_title': 'Associate Engineer', 'job_link': None, 'company_name': 'Qualcomm', 'experience': '0 - 1 Years', 'salary': 'Rs. 11 LPA - Rs. 15 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['C', 'C++', 'Java', 'Python', 'SQL']}","{'job title': 'Associate Engineer', 'job link': None, 'company name': 'Qualcomm', 'experience': '0 - 1 Years', 'salary': 'Rs. 11 LPA - Rs. 15 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['C', 'C++', 'Java', 'Python', 'SQL']}"
"{'Company Name': 'PayPal', 'Job Title': 'Associate Engineer- Backend (Java)', 'Location': 'Bangalore', 'Skills': ""['Java/Python', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 13 LPA - Rs. 18 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Associate Engineer- Backend (Java)', 'job_link': None, 'company_name': 'PayPal', 'experience': '0 - 2 Years', 'salary': 'Rs. 13 LPA - Rs. 18 LPA', 'location': 'Bangalore', 'job_description': None, 'skills': ['Java/Python', 'SQL']}","{'job title': 'Associate Engineer- Backend (Java)', 'job link': None, 'company name': 'PayPal', 'experience': '0 - 2 Years', 'salary': 'Rs. 13 LPA - Rs. 18 LPA', 'location': 'Bangalore', 'job description': None, 'skills': ['Java/Python', 'SQL']}"
"{'Company Name': 'Amazon', 'Job Title': 'Systems Development Engineer', 'Location': 'Hyderabad', 'Skills': ""['Python/Java/C++']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 15 LPA - Rs. 25 LPA', 'Experience': 'Year of experience - Freshers'}","{'job_title': 'Systems Development Engineer', 'job_link': None, 'company_name': 'Amazon', 'experience': 'Freshers', 'salary': 'Rs. 15 LPA - Rs. 25 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Python', 'Java', 'C++']}","{'job title': 'Systems Development Engineer', 'job link': None, 'company name': 'Amazon', 'experience': 'Year of experience - Freshers', 'salary': 'Rs. 15 LPA - Rs. 25 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Python/Java/C++']}"
"{'Company Name': 'American Express', 'Job Title': 'Associate -Digital Product Management', 'Location': 'Gurgaon', 'Skills': ""['Product Management', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 10 LPA - Rs. 15 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Associate -Digital Product Management', 'job_link': None, 'company_name': 'American Express', 'experience': '0 - 2 Years', 'salary': 'Rs. 10 LPA - Rs. 15 LPA', 'location': 'Gurgaon', 'job_description': None, 'skills': ['Product Management', 'SQL']}","{'job title': 'Associate -Digital Product Management', 'job link': None, 'company name': 'American Express', 'experience': '0 - 2 Years', 'salary': 'Rs. 10 LPA - Rs. 15 LPA', 'location': 'Gurgaon', 'job description': None, 'skills': ['Product Management', 'SQL']}"
"{'Company Name': 'GE Digital', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Java/C++/Python', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 8 LPA - Rs. 15 LPA', 'Experience': 'Year of experience - 0 - 3 Years'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'GE Digital', 'experience': '0 - 3 Years', 'salary': 'Rs. 8 LPA - Rs. 15 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Java/C++/Python', 'SQL']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'GE Digital', 'experience': '0 - 3 Years', 'salary': 'Rs. 8 LPA - Rs. 15 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Java/C++/Python', 'SQL']}"
"{'Company Name': 'Google', 'Job Title': 'Customer and Partner Solutions Engineer', 'Location': 'Hyderabad', 'Skills': ""['Java/C++/Python', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 18 LPA - Rs. 28 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Customer and Partner Solutions Engineer', 'job_link': None, 'company_name': 'Google', 'experience': 'Fresher', 'salary': 'Rs. 18 LPA - Rs. 28 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Java/C++/Python', 'SQL']}","{'job title': 'Customer and Partner Solutions Engineer', 'job link': None, 'company name': 'Google', 'experience': 'Fresher', 'salary': 'Rs. 18 LPA - Rs. 28 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Java/C++/Python', 'SQL']}"
"{'Company Name': 'Google', 'Job Title': 'Technical Solutions Consultant', 'Location': 'Hyderabad', 'Skills': ""['Python', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 20 LPA - Rs. 30 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Technical Solutions Consultant', 'job_link': None, 'company_name': 'Google', 'experience': 'Fresher', 'salary': 'Rs. 20 LPA - Rs. 30 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Python', 'SQL']}","{'job title': 'Technical Solutions Consultant', 'job link': None, 'company name': 'Google', 'experience': 'Fresher', 'salary': 'Rs. 20 LPA - Rs. 30 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Python', 'SQL']}"
"{'Company Name': 'GE Digital', 'Job Title': 'Software Engineer (Full Stack)', 'Location': 'Bengaluru', 'Skills': ""['Full Stack Development']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6.5 LPA - Rs. 10 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Software Engineer (Full Stack)', 'job_link': None, 'company_name': 'GE Digital', 'experience': 'Fresher', 'salary': 'Rs. 6.5 LPA - Rs. 10 LPA', 'location': 'Bengaluru', 'job_description': None, 'skills': ['Full Stack Development']}","{'job title': 'Software Engineer (Full Stack)', 'job link': None, 'company name': 'GE Digital', 'experience': 'Fresher', 'salary': 'Rs. 6.5 LPA - Rs. 10 LPA', 'location': 'Bengaluru', 'job description': None, 'skills': ['Full Stack Development']}"
"{'Company Name': 'Barclays', 'Job Title': 'Software Engineer', 'Location': 'Pune', 'Skills': ""['Python', 'AWS']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 8 LPA - Rs. 12 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'Barclays', 'experience': 'Fresher', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Pune', 'job_description': None, 'skills': ['Python', 'AWS']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'Barclays', 'experience': 'Fresher', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Pune', 'job description': None, 'skills': ['Python', 'AWS']}"
"{'Company Name': 'Adidas', 'Job Title': 'Junior Software Developer', 'Location': 'Gurgaon', 'Skills': ""['Software Development', 'AWS']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 5 LPA - Rs. 7 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Junior Software Developer', 'job_link': None, 'company_name': 'Adidas', 'experience': 'Fresher', 'salary': 'Rs. 5 LPA - Rs. 7 LPA', 'location': 'Gurgaon', 'job_description': None, 'skills': ['Software Development', 'AWS']}","{'job title': 'Junior Software Developer', 'job link': None, 'company name': 'Adidas', 'experience': 'Fresher', 'salary': 'Rs. 5 LPA - Rs. 7 LPA', 'location': 'Gurgaon', 'job description': None, 'skills': ['Software Development', 'AWS']}"
"{'Company Name': 'PayU', 'Job Title': 'Associate Software Engineer', 'Location': 'Gurgaon', 'Skills': ""['Python', 'HTML', 'CSS', 'JavaScript', 'SQL']"", 'Job Type': 'Hybrid', 'Salary': 'Rs. 6 LPA - 8 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Associate Software Engineer', 'job_link': None, 'company_name': 'PayU', 'experience': '0 - 2 Years', 'salary': 'Rs. 6 LPA - 8 LPA', 'location': 'Gurgaon', 'job_description': None, 'skills': ['Python', 'HTML', 'CSS', 'JavaScript', 'SQL']}","{'job title': 'Associate Software Engineer', 'job link': None, 'company name': 'PayU', 'experience': '0 - 2 Years', 'salary': 'Rs. 6 LPA - 8 LPA', 'location': 'Gurgaon', 'job description': None, 'skills': ['Python', 'HTML', 'CSS', 'JavaScript', 'SQL']}"
"{'Company Name': 'GE Vernova', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Javascript', 'HTML', 'CSS', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6 LPA - Rs. 9 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'GE Vernova', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 9 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Javascript', 'HTML', 'CSS', 'SQL']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'GE Vernova', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 9 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Javascript', 'HTML', 'CSS', 'SQL']}"
"{'Company Name': 'Sprinklr', 'Job Title': 'Technical Supoort Engineer', 'Location': 'Gurgaon, Bangalore', 'Skills': ""['JavaScript/Python/Java', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6 LPA - Rs. 9 LPA', 'Experience': 'Year of experience - 0 - 3 Years'}","{'job_title': 'Technical Supoort Engineer', 'job_link': None, 'company_name': 'Sprinklr', 'experience': '0 - 3 Years', 'salary': 'Rs. 6 LPA - Rs. 9 LPA', 'location': 'Gurgaon, Bangalore', 'job_description': None, 'skills': ['JavaScript/Python/Java', 'SQL']}","{'job title': 'Technical Supoort Engineer', 'job link': None, 'company name': 'Sprinklr', 'experience': '0 - 3 Years', 'salary': 'Rs. 6 LPA - Rs. 9 LPA', 'location': 'Gurgaon, Bangalore', 'job description': None, 'skills': ['JavaScript/Python/Java', 'SQL']}"
"{'Company Name': 'American Express', 'Job Title': 'Engineer', 'Location': 'Gurgaon', 'Skills': ""['Python', 'HTML', 'CSS']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 6 LPA - Rs. 10 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Engineer', 'job_link': None, 'company_name': 'American Express', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 10 LPA', 'location': 'Gurgaon', 'job_description': None, 'skills': ['Python', 'HTML', 'CSS']}","{'job title': 'Engineer', 'job link': None, 'company name': 'American Express', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 10 LPA', 'location': 'Gurgaon', 'job description': None, 'skills': ['Python', 'HTML', 'CSS']}"
"{'Company Name': 'Oracle', 'Job Title': 'Software Engineer', 'Location': 'Hyderabad', 'Skills': ""['Javascript', 'HTML', 'CSS']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 7 LPA - Rs. 12 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'Oracle', 'experience': '0 - 2 Years', 'salary': 'Rs. 7 LPA - Rs. 12 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Javascript', 'HTML', 'CSS']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'Oracle', 'experience': '0 - 2 Years', 'salary': 'Rs. 7 LPA - Rs. 12 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['Javascript', 'HTML', 'CSS']}"
"{'Company Name': 'Qualcomm', 'Job Title': 'Associate Engineer', 'Location': 'Hyderabad', 'Skills': ""['C', 'C++', 'Java', 'Python']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 8 LPA - Rs. 12 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Associate Engineer', 'job_link': None, 'company_name': 'Qualcomm', 'experience': '0 - 2 Years', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['C', 'C++', 'Java', 'Python']}","{'job title': 'Associate Engineer', 'job link': None, 'company name': 'Qualcomm', 'experience': '0 - 2 Years', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['C', 'C++', 'Java', 'Python']}"
"{'Company Name': 'Wells Fargo', 'Job Title': 'Software Engineer', 'Location': 'Bengaluru', 'Skills': ""['Python', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 8 LPA - Rs. 14 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'Wells Fargo', 'experience': 'Fresher', 'salary': 'Rs. 8 LPA - Rs. 14 LPA', 'location': 'Bengaluru', 'job_description': None, 'skills': ['Python', 'SQL']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'Wells Fargo', 'experience': 'Fresher', 'salary': 'Rs. 8 LPA - Rs. 14 LPA', 'location': 'Bengaluru', 'job description': None, 'skills': ['Python', 'SQL']}"
"{'Company Name': 'Amazon', 'Job Title': 'Systems Development Engineer', 'Location': 'Hyderabad', 'Skills': ""['Python/Java/C++']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 15 LPA - Rs. 25 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Systems Development Engineer', 'job_link': None, 'company_name': 'Amazon', 'experience': 'Fresher', 'salary': 'Rs. 15 LPA - Rs. 25 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['Python', 'Java', 'C++']}","{'job title': 'Systems Development Engineer', 'job link': None, 'company name': 'Amazon', 'experience': 'Fresher', 'salary': 'Rs. 15 LPA - Rs. 25 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ""['Python/Java/C++']""}"
"{'Company Name': 'Capegemini', 'Job Title': 'Software Engineer', 'Location': 'Bengaluru', 'Skills': ""['Software Engineering']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 4 LPA - Rs. 6 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Software Engineer', 'job_link': None, 'company_name': 'Capegemini', 'experience': 'Fresher', 'salary': 'Rs. 4 LPA - Rs. 6 LPA', 'location': 'Bengaluru', 'job_description': None, 'skills': ['Software Engineering']}","{'job title': 'Software Engineer', 'job link': None, 'company name': 'Capegemini', 'experience': 'Fresher', 'salary': 'Rs. 4 LPA - Rs. 6 LPA', 'location': 'Bengaluru', 'job description': None, 'skills': 'Software Engineering'}"
"{'Company Name': 'Qualcomm', 'Job Title': 'Engineer-APT', 'Location': 'Hyderabad', 'Skills': ""['C', 'C++', 'Java', 'Python']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 12 LPA - Rs. 18 LPA', 'Experience': 'Year of experience - 0 - 1 Years'}","{'job_title': 'Engineer-APT', 'job_link': None, 'company_name': 'Qualcomm', 'experience': '0 - 1 Years', 'salary': 'Rs. 12 LPA - Rs. 18 LPA', 'location': 'Hyderabad', 'job_description': None, 'skills': ['C', 'C++', 'Java', 'Python']}","{'job title': 'Engineer-APT', 'job link': None, 'company name': 'Qualcomm', 'experience': '0 - 1 Years', 'salary': 'Rs. 12 LPA - Rs. 18 LPA', 'location': 'Hyderabad', 'job description': None, 'skills': ['C', 'C++', 'Java', 'Python']}"
"{'Company Name': 'MoEngage', 'Job Title': 'Software Engineer (Backend)', 'Location': 'Bangalore', 'Skills': ""['Java', 'Python', 'AWS']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 10 LPA - Rs. 18 LPA', 'Experience': 'Year of experience - 0 - 1 Years'}","{'job_title': 'Software Engineer (Backend)', 'job_link': None, 'company_name': 'MoEngage', 'experience': '0 - 1 Years', 'salary': 'Rs. 10 LPA - Rs. 18 LPA', 'location': 'Bangalore', 'job_description': None, 'skills': ['Java', 'Python', 'AWS']}","{'job title': 'Software Engineer (Backend)', 'job link': None, 'company name': 'MoEngage', 'experience': '0 - 1 Years', 'salary': 'Rs. 10 LPA - Rs. 18 LPA', 'location': 'Bangalore', 'job description': None, 'skills': ['Java', 'Python', 'AWS']}"
"{'Company Name': 'Goldman Sachs', 'Job Title': 'Risk Analyst - Software Engineering', 'Location': 'Bengaluru', 'Skills': ""['Python', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 10 LPA - Rs. 18 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Risk Analyst - Software Engineering', 'job_link': None, 'company_name': 'Goldman Sachs', 'experience': '0 - 2 Years', 'salary': 'Rs. 10 LPA - Rs. 18 LPA', 'location': 'Bengaluru', 'job_description': None, 'skills': ['Python', 'SQL']}","{'job title': 'Risk Analyst - Software Engineering', 'job link': None, 'company name': 'Goldman Sachs', 'experience': '0 - 2 Years', 'salary': 'Rs. 10 LPA - Rs. 18 LPA', 'location': 'Bengaluru', 'job description': None, 'skills': ['Python', 'SQL']}"
"{'Company Name': 'Barclays', 'Job Title': 'Product Developer', 'Location': 'Chennai, Pune', 'Skills': ""['Python', 'SQL']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 8 LPA - Rs. 12 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Product Developer', 'job_link': None, 'company_name': 'Barclays', 'experience': 'Fresher', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Chennai, Pune', 'job_description': None, 'skills': ['Python', 'SQL']}","{'job title': 'Product Developer', 'job link': None, 'company name': 'Barclays', 'experience': 'Fresher', 'salary': 'Rs. 8 LPA - Rs. 12 LPA', 'location': 'Chennai, Pune', 'job description': None, 'skills': ['Python', 'SQL']}"
"{'Company Name': 'Turing', 'Job Title': 'Remote Fullstack Specialist', 'Location': 'Remote', 'Skills': ""['Fullstack Development']"", 'Job Type': 'Remote', 'Salary': 'Rs. 6 LPA - Rs. 10 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Remote Fullstack Specialist', 'job_link': None, 'company_name': 'Turing', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 10 LPA', 'location': 'Remote', 'job_description': None, 'skills': ['Fullstack Development']}","{'job title': 'Remote Fullstack Specialist', 'job link': None, 'company name': 'Turing', 'experience': 'Fresher', 'salary': 'Rs. 6 LPA - Rs. 10 LPA', 'location': 'Remote', 'job description': None, 'skills': ['Fullstack Development']}"
"{'Company Name': 'Adani AI Labs', 'Job Title': 'Frontend Developer', 'Location': 'Kolkata', 'Skills': ""['HTML', 'CSS', 'Javascript']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 4 LPA - Rs. 6.5 LPA', 'Experience': 'Year of experience - Fresher'}","{'job_title': 'Frontend Developer', 'job_link': None, 'company_name': 'Adani AI Labs', 'experience': 'Fresher', 'salary': 'Rs. 4 LPA - Rs. 6.5 LPA', 'location': 'Kolkata', 'job_description': None, 'skills': ['HTML', 'CSS', 'Javascript']}","{'job title': 'Frontend Developer', 'job link': None, 'company name': 'Adani AI Labs', 'experience': 'Fresher', 'salary': 'Rs. 4 LPA - Rs. 6.5 LPA', 'location': 'Kolkata', 'job description': None, 'skills': ['HTML', 'CSS', 'Javascript']}"
"{'Company Name': 'Rubrik', 'Job Title': 'Software Engineer - Cloud Native VM', 'Location': 'Bangalore', 'Skills': ""['Java', 'C/C++', 'Scala', 'Python']"", 'Job Type': 'In-Office', 'Salary': 'Rs. 12 LPA - Rs. 22 LPA', 'Experience': 'Year of experience - 0 - 2 Years'}","{'job_title': 'Software Engineer - Cloud Native VM', 'job_link': None, 'company_name': 'Rubrik', 'experience': '0 - 2 Years', 'salary': 'Rs. 12 LPA - Rs. 22 LPA', 'location': 'Bangalore', 'job_description': None, 'skills': ['Java', 'C/C++', 'Scala', 'Python']}","{'job title': 'Software Engineer - Cloud Native VM', 'job link': None, 'company name': 'Rubrik', 'experience': '0 - 2 Years', 'salary': 'Rs. 12 LPA - Rs. 22 LPA', 'location': 'Bangalore', 'job description': None, 'skills': ['Java', 'C/C++', 'Scala', 'Python']}"
